,created_at,id,id_str,text,truncated,entities,metadata,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,quoted_status_id,quoted_status_id_str,quoted_status
0,Tue Aug 03 11:48:25 +0000 2021,1422524755530424341,1422524755530424341,首都圏でのコロナ療養…島根県民近親者の帰省を支援へ　島根県知事「医療崩壊と理解するのが自然」　https://t.co/B1xXNN87w1　対象になるのは、東京都または埼玉・千葉・神奈川の３県に居住し、慢性の呼吸器や心臓の病気な… https://t.co/eHigo6OELl,True,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/B1xXNN87w1', 'expanded_url': 'http://ow.ly/FhSJ30rPQhb', 'display_url': 'ow.ly/FhSJ30rPQhb', 'indices': [47, 70]}, {'url': 'https://t.co/eHigo6OELl', 'expanded_url': 'https://twitter.com/i/web/status/1422524755530424341', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'iso_language_code': 'ja', 'result_type': 'recent'}","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,,,"{'id': 35473151, 'id_str': '35473151', 'name': 'Stakesh', 'screen_name': 'Stakesh', 'location': '', 'description': '東京大学工学系大学院修士課程終了後、産業界、官庁、大学を経て、産学官の持てる力を融合する「産学官プロデューサー」を実践。 東京工業大学MOT（技術経営）東大Wimbledonテニスクラブ創設メンバー', 'url': 'http://t.co/xJiIt3pOSy', 'entities': {'url': {'urls': [{'url': 'http://t.co/xJiIt3pOSy', 'expanded_url': 'http://blog.livedoor.jp/stakeid/', 'display_url': 'blog.livedoor.jp/stakeid/', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 3414, 'friends_count': 507, 'listed_count': 212, 'created_at': 'Sun Apr 26 14:20:34 +0000 2009', 'favourites_count': 12400, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 100726, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1305574942/IMG_0036_normal.JPG', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1305574942/IMG_0036_normal.JPG', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,False,ja,,,
1,Tue Aug 03 11:48:22 +0000 2021,1422524743433953286,1422524743433953286,"実際に拒否してる病院も断ってる病院もあるからたらい回しがあるわけで😑
それは脆弱な体制(制度)のまま放置してる国の問題。
まぁ声をあげない医療側も問題だけどね。自分達の業界の問題でもあるのに放置して他者に責任を転嫁するのはちょっと… https://t.co/bpVdJb9BR0",True,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/bpVdJb9BR0', 'expanded_url': 'https://twitter.com/i/web/status/1422524743433953286', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'iso_language_code': 'ja', 'result_type': 'recent'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,"{'id': 995178353849090048, 'id_str': '995178353849090048', 'name': 'ひらてつ', 'screen_name': '_hiratetsu', 'location': '大阪', 'description': 'しがない経理マン🧐元販売員でお薬売ってました。今はカード会社さんとか決済事業者さんとやり取りしていろいろやってます。', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 71, 'friends_count': 57, 'listed_count': 3, 'created_at': 'Sat May 12 05:46:23 +0000 2018', 'favourites_count': 11995, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 2186, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1025975298821521408/KkCzN5Q0_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1025975298821521408/KkCzN5Q0_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/995178353849090048/1529715475', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,True,0,0,False,False,False,ja,1.422081576003801e+18,1422081576003801088,"{'created_at': 'Mon Aug 02 06:27:23 +0000 2021', 'id': 1422081576003801088, 'id_str': '1422081576003801088', 'text': '「受け入れ拒否」\n「受け入れを断る」\n「たらい回し」\n\nいい加減使わないでください。\n\n「満床」とか「受け入れが不可能」\nと言うんです。', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'metadata': {'iso_language_code': 'ja', 'result_type': 'recent'}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 1172020099194089473, 'id_str': '1172020099194089473', 'name': 'にゃにゃ🌸小児科&産業医', 'screen_name': 'Dr_Asuw', 'location': '東京', 'description': '産業医/小児科専門医/医学博士/小児内分泌/集団接種 医者20年生\u3000共働き👱\u200d♀️👧育て中。大人の労働安全衛生、産業保健、感染対策、ワクチン💕 🥰子供の安全🥰\u3000書道師範\u3000美術。ゴルフ。メーヤウは大辛。米 Johns Hopkins 大学 COVID-19 Contact Tracing修了。', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1746, 'friends_count': 1693, 'listed_count': 34, 'created_at': 'Thu Sep 12 05:32:52 +0000 2019', 'favourites_count': 30866, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 6441, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1391259644341882881/x4pyiCOb_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1391259644341882881/x4pyiCOb_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1172020099194089473/1606823372', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 4750, 'favorite_count': 12071, 'favorited': False, 'retweeted': False, 'lang': 'ja'}"
2,Tue Aug 03 11:48:22 +0000 2021,1422524742754467840,1422524742754467840,無病息災、無事故怪我無しほど、医療機関の助けになる事は無いんですよね。 https://t.co/PyASsVZhm5,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/PyASsVZhm5', 'expanded_url': 'https://twitter.com/3210ponta/status/1422145353466269704', 'display_url': 'twitter.com/3210ponta/stat…', 'indices': [36, 59]}]}","{'iso_language_code': 'ja', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 141864257, 'id_str': '141864257', 'name': '.霧澤雪無@甲甲甲乙乙', 'screen_name': 'kirisawasetuna', 'location': '東京', 'description': '長野出身の東京暮らし。ゲーム等大好き、でも仕事は趣味と全く関係無し。 そんな奴ですが、宜しくおい願いします。', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 414, 'friends_count': 202, 'listed_count': 9, 'created_at': 'Sun May 09 07:31:33 +0000 2010', 'favourites_count': 169345, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 178417, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1125716820210487297/7SChtVTB_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1125716820210487297/7SChtVTB_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,True,0,0,False,False,False,ja,1.4221453534662697e+18,1422145353466269704,"{'created_at': 'Mon Aug 02 10:40:49 +0000 2021', 'id': 1422145353466269704, 'id_str': '1422145353466269704', 'text': '医療崩壊したら「自分が病気になったとき、事故したとき入院出来ない」と考えがちだけど『自分の不注意で事故を起こしたとき、もし相手の搬送先が見つからず死なせてしまったら』と考えると震えるほど怖い', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'metadata': {'iso_language_code': 'ja', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 3196368180, 'id_str': '3196368180', 'name': 'ろす', 'screen_name': '3210ponta', 'location': 'どこかのキャンプ場', 'description': 'わたしとかのじょ15年目', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 3862, 'friends_count': 274, 'listed_count': 47, 'created_at': 'Fri May 15 14:42:20 +0000 2015', 'favourites_count': 8426, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 7423, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1141717270592253952/OrAgx7yR_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1141717270592253952/OrAgx7yR_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3196368180/1440767743', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 9387, 'favorite_count': 22852, 'favorited': False, 'retweeted': False, 'lang': 'ja'}"
3,Tue Aug 03 11:48:22 +0000 2021,1422524740711849990,1422524740711849990,"#憲法便り＃５３６７：日本共産小池晃書記局長が２日国会内で記者会見し、五輪の中止とともに、検査の抜本的拡大の必要性を強調！東京では医療崩壊の危機に直面していると指摘！
８月３日（火）付『しんぶん赤旗』日刊紙第１面を引用。
ワクチン… https://t.co/rY0FBeFjKO",True,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/rY0FBeFjKO', 'expanded_url': 'https://twitter.com/i/web/status/1422524740711849990', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'iso_language_code': 'ja', 'result_type': 'recent'}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,"{'id': 1398299101, 'id_str': '1398299101', 'name': '憲法研究者・岩田行雄の『憲法便り』', 'screen_name': 'yukio_iwata', 'location': '', 'description': '行動する研究者。平和憲法を守るため国会図書館、国立公文書館、県立図書館等で調査し『世論と新聞報道が平和憲法を誕生させた！―押し付け憲法論への、戦後の6１紙等に基づく実証的反論』を刊行。脱原発、辺野古新基地建設反対、反TPP、安倍内閣打倒！野党共闘支持！', 'url': 'https://t.co/XZvsxnsp3M', 'entities': {'url': {'urls': [{'url': 'https://t.co/XZvsxnsp3M', 'expanded_url': 'http://kenpouq.exblog.jp', 'display_url': 'kenpouq.exblog.jp', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 3272, 'friends_count': 3963, 'listed_count': 27, 'created_at': 'Thu May 02 21:58:19 +0000 2013', 'favourites_count': 29, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 17872, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/3604910502/fc5458dd69fdf7b3fdd038566bab219c_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/3604910502/fc5458dd69fdf7b3fdd038566bab219c_normal.jpeg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,,ja,,,
4,Tue Aug 03 11:48:20 +0000 2021,1422524733367619589,1422524733367619589,医療崩壊がドアノックしたと思ったらリビングに座ってた感,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'ja', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 1055712639421018113, 'id_str': '1055712639421018113', 'name': '豆田', 'screen_name': 'ma10tta', 'location': '', 'description': 'ポケモン（ペンドラーミズゴロウ好き）、とうらぶとか諸々色々  成人済\u3000ミュート・ブロックご自由に\u3000', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 30, 'friends_count': 206, 'listed_count': 1, 'created_at': 'Fri Oct 26 06:48:02 +0000 2018', 'favourites_count': 11018, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 11877, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1197502549391073285/CynINIV1_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1197502549391073285/CynINIV1_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1055712639421018113/1622874238', 'profile_link_color': '7FDBB6', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,,ja,,,
5,Tue Aug 03 11:48:19 +0000 2021,1422524730716745731,1422524730716745731,"「国民のために働く」自民党だからな。こうして国民の命を守ってくれる。

“自宅療養”巡り　菅総理が医療団体に協力要請(テレビ朝日系（ANN）)
#Yahooニュース
https://t.co/oMwf6pgd5k",False,"{'hashtags': [{'text': 'Yahooニュース', 'indices': [72, 82]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/oMwf6pgd5k', 'expanded_url': 'https://news.yahoo.co.jp/articles/eceb906e6d34968cdb342bb6f18eff0faf69b251', 'display_url': 'news.yahoo.co.jp/articles/eceb9…', 'indices': [83, 106]}]}","{'iso_language_code': 'ja', 'result_type': 'recent'}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,"{'id': 976669208779014145, 'id_str': '976669208779014145', 'name': 'りんくす', 'screen_name': 'shiroiyamaneko', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 13, 'friends_count': 5, 'listed_count': 1, 'created_at': 'Thu Mar 22 03:57:39 +0000 2018', 'favourites_count': 28, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 6167, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/980249786971336705/IZy_eRYn_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/980249786971336705/IZy_eRYn_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,False,ja,,,
6,Tue Aug 03 11:48:18 +0000 2021,1422524725935312903,1422524725935312903,♢湘南美容外科の医療脱毛、乗り換えトライアル実施中♪  エステサロン、他クリニックで脱毛経験ある方は、会員証・契約書控の提示で、Sパーツ、Lパーツが最大65％オフで施術受けられます。（初めての方対象） 特典案内ご希望の方は「友達紹介」とだけ入れてダイレクトメール下さい(^^),False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'ja', 'result_type': 'recent'}","<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",,,,,,"{'id': 1326798219079110656, 'id_str': '1326798219079110656', 'name': '湘南美容外科 湘南美容クリニック 友達紹介 /キレイパスクーポン 相互フォロー100％ 拡散希望', 'screen_name': 'syounanbiyou', 'location': '私の紹介であっても、個人情報等、私には一切伝わりません。', 'description': '湘南美容外科を初めて利用する方へ☆\n私の紹介で、割引31500円～😉\n（内容によっては10万円以上割引も😻）\n友達紹介5000円分\nMySBC登録3000円分\n割引クーポン10000円分\nなどなど♪\n一番オトクに紹介しています！お気軽に✉DM下さい😊\n（原則24時間以内に返信します）\n\n#相互フォロー100％', 'url': 'https://t.co/0C0GvhtJTi', 'entities': {'url': {'urls': [{'url': 'https://t.co/0C0GvhtJTi', 'expanded_url': 'https://www.s-b-c.net/', 'display_url': 's-b-c.net', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 2693, 'friends_count': 2517, 'listed_count': 4, 'created_at': 'Thu Nov 12 08:05:29 +0000 2020', 'favourites_count': 917, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 31875, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1326805986305171457/dwvpcRll_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1326805986305171457/dwvpcRll_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1326798219079110656/1610737743', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,,ja,,,
7,Tue Aug 03 11:48:16 +0000 2021,1422524715915120641,1422524715915120641,国から支給されてくる韓国製のシリンジ、1回分多く取れるけど国がワクチンの数徹底管理してるから多く取れたところで使えるわけじゃないし、ロック式なのに接合部とガスケットの方からも液漏れしてくることあって品質としてはマジで最悪。日本の医療機関だったら絶対に採用されない製品でしょ…,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'ja', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 1484971044, 'id_str': '1484971044', 'name': 'らっこ', 'screen_name': 'rakko_yeah', 'location': 'ミストヴィレッジ4区10番 @ifrit鯖', 'description': 'ミジュマルさんしゅきしゅき委員会会長', 'url': 'https://t.co/Jk5Kaaoh51', 'entities': {'url': {'urls': [{'url': 'https://t.co/Jk5Kaaoh51', 'expanded_url': 'http://jp.finalfantasyxiv.com/lodestone/character/1913675/', 'display_url': 'jp.finalfantasyxiv.com/lodestone/char…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 206, 'friends_count': 214, 'listed_count': 4, 'created_at': 'Wed Jun 05 13:13:51 +0000 2013', 'favourites_count': 2545, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 24416, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/963338381680721920/-t8kB-t6_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/963338381680721920/-t8kB-t6_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1484971044/1486836854', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,,ja,,,
8,Tue Aug 03 11:48:14 +0000 2021,1422524708478537730,1422524708478537730,"コロナの「重症」は『すでに肺炎が広がりエクモが必要で助かる確率も低い』ことだそう。なのに「重症患者以外は、自宅療養で」だと？これつまり『医療崩壊』だよね？
菅さん「対策はできている」なんていつまでも言ってないで現実を見てくださいよ。病気なのに医者に診てもらえない国になってますよ！",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'ja', 'result_type': 'recent'}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,"{'id': 168436603, 'id_str': '168436603', 'name': 'MadReine', 'screen_name': 'MadPlanets', 'location': '', 'description': 'ときどきDancer, Singer, and Air.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 52, 'friends_count': 150, 'listed_count': 3, 'created_at': 'Mon Jul 19 09:29:41 +0000 2010', 'favourites_count': 1107, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 4488, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'B2DFDA', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme13/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme13/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1121711651/59dc7119cea074e05c98e399c97d8150_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1121711651/59dc7119cea074e05c98e399c97d8150_normal.jpeg', 'profile_link_color': 'F78F8F', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,,ja,,,
9,Tue Aug 03 11:48:12 +0000 2021,1422524700953960448,1422524700953960448,"#医療崩壊でも五輪ですか 
#今すぐ五輪中止を
#五輪やめて命まもれ
「重症患者以外は自宅療養」…政府の “医療崩壊” 同然の発表に「いますぐ五輪やめるべき」の声(SmartFLASH)
#Yahooニュース
https://t.co/0DvrX7pkvb",False,"{'hashtags': [{'text': '医療崩壊でも五輪ですか', 'indices': [0, 12]}, {'text': '今すぐ五輪中止を', 'indices': [14, 23]}, {'text': '五輪やめて命まもれ', 'indices': [24, 34]}, {'text': 'Yahooニュース', 'indices': [94, 104]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/0DvrX7pkvb', 'expanded_url': 'https://news.yahoo.co.jp/articles/8e3f8066f30d5912bfb99cd3361c8340ba3c439a', 'display_url': 'news.yahoo.co.jp/articles/8e3f8…', 'indices': [105, 128]}]}","{'iso_language_code': 'ja', 'result_type': 'recent'}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,"{'id': 883960073722056704, 'id_str': '883960073722056704', 'name': 'ゆきおん姉', 'screen_name': 'doremicdehnh', 'location': '古本町', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 462, 'friends_count': 386, 'listed_count': 9, 'created_at': 'Sun Jul 09 08:04:39 +0000 2017', 'favourites_count': 219723, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 280047, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1173418724918886402/OfEy8zZf_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1173418724918886402/OfEy8zZf_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/883960073722056704/1568599900', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,,False,0,0,False,False,False,ja,,,
